id,title,original_title,release_year
76382,1939)Eternally Yours (0,Eternally Yours,1939
1859,1939)Ninotchka (0,Ninotchka,1939
31868,1939)Intermezzo: A Love Story (0,Intermezzo: A Love Story,1939
362758,1939)Seven Brothers (0,Seven Brothers,1939
98125,1939)Honeymoon in Bali (0,Honeymoon in Bali,1939
111750,1939)The Real Glory (0,The Real Glory,1939
115109,1939)The Rains Came (0,The Rains Came,1939
148536,1939)My Apprenticeship (0,My Apprenticeship,1939
47882,1939)Nancy Drew and the Hidden Staircase (0,Nancy Drew and the Hidden Staircase,1939
64418,1939)The Phantom Carriage (1,The Phantom Carriage,1939
43529,1939)Golden Boy (0,Golden Boy,1939
44919,1939)The Old Maid (0,The Old Maid,1939
17481,1939)The Adventures of Sherlock Holmes (0,The Adventures of Sherlock Holmes,1939
33388,1939)Charlie Chan at Treasure Island (0,Charlie Chan at Treasure Island,1939
99909,1939)The Angels Wash Their Faces (0,The Angels Wash Their Faces,1939
36342,1939)Each Dawn I Die (0,Each Dawn I Die,1939
89086,1939)Stanley and Livingstone (0,Stanley and Livingstone,1939
33030,1939)In Name Only (0,In Name Only,1939
26925,1939)The Man They Could Not Hang (0,The Man They Could Not Hang,1939
630,1939)The Wizard of Oz (0,The Wizard of Oz,1939
228647,1939)Miracles For Sale (0,Miracles For Sale,1939
59701,1939)Mr. Wong in Chinatown (0,Mr. Wong in Chinatown,1939
42852,"1939)Goodbye, Mr. Chips (0","Goodbye, Mr. Chips",1939
36851,1939)Beau Geste (0,Beau Geste,1939
131944,1939)Daughters Courageous (0,Daughters Courageous,1939
43836,1939)The Man in the Iron Mask (1,The Man in the Iron Mask,1939
140470,1939)Bulldog Drummond's Bride (0,Bulldog Drummond's Bride,1939
40730,1939)On Borrowed Time (0,On Borrowed Time,1939
292656,1939)Tractor Drivers (0,Tractor Drivers,1939
36488,1939)Bachelor Mother (0,Bachelor Mother,1939
74545,1939)The Saint In London (0,The Saint In London,1939
43833,1939)Q Planes (0,Q Planes,1939
47884,1939)Nancy Drew... Trouble Shooter (0,Nancy Drew... Trouble Shooter,1939
33394,1939)Charlie Chan in Reno (0,Charlie Chan in Reno,1939
40044,1939)Tarzan Finds a Son! (0,Tarzan Finds a Son!,1939
64423,1939)Fric-Frac (0,Fric-Frac,1939
38727,1939)Susannah of the Mounties (0,Susannah of the Mounties,1939
78318,1939)Juarez (0,Juarez,1939
43838,1939)Young Mr. Lincoln (0,Young Mr. Lincoln,1939
27053,1939)Le Jour se Lève (0,Le Jour se Lève,1939
776,1939)The Rules of the Game (0,The Rules of the Game,1939
52437,1939)Invitation to Happiness (0,Invitation to Happiness,1939
83435,1939)The Foundling (0,The Foundling,1939
89723,1939)The Gorilla (0,The Gorilla,1939
47156,1939)It's a Wonderful World (0,It's a Wonderful World,1939
43832,1939)Only Angels Have Wings (0,Only Angels Have Wings,1939
31995,1939)Jamaica Inn (0,Jamaica Inn,1939
41234,1939)Blind Alley (0,Blind Alley,1939
99920,1939)Confessions of a Nazi Spy (0,Confessions of a Nazi Spy,1939
43837,1939)Union Pacific (0,Union Pacific,1939
174784,1939)Lucky Night (0,Lucky Night,1939
60481,1939)Ask a Policeman (0,Ask a Policeman,1939
153162,1939)Calling Dr. Kildare (0,Calling Dr. Kildare,1939
27972,1939)Dark Victory (0,Dark Victory,1939
111317,1939)Zenobia (0,Zenobia,1939
10568,1939)The Four Feathers (1,The Four Feathers,1939
186691,1939)Women in the Wind (0,Women in the Wind,1939
3084,1939)Wuthering Heights (2,Wuthering Heights,1939
248001,1939)Buck Rogers (0,Buck Rogers,1939
130398,1939)Broadway Serenade (0,Broadway Serenade,1939
59589,1939)Mr. Moto in Danger Island (0,Mr. Moto in Danger Island,1939
43739,1939)Love Affair (1,Love Affair,1939
67375,1939)The Story of Alexander Graham Bell (0,The Story of Alexander Graham Bell,1939
27118,1939)The Hound of the Baskervilles (1,The Hound of the Baskervilles,1939
17660,1939)Dodge City (0,Dodge City,1939
74314,1939)Bulldog Drummond's Secret Police (0,Bulldog Drummond's Secret Police,1939
18651,1939)The Story of Vernon and Irene Castle (0,The Story of Vernon and Irene Castle,1939
92254,1939)La Fin du Jour (0,La Fin du Jour,1939
31993,1939)Midnight (0,Midnight,1939
64143,1939)Three Smart Girls Grow Up (0,Three Smart Girls Grow Up,1939
87612,1939)You Can't Get Away with Murder (0,You Can't Get Away with Murder,1939
198143,1939)Society Lawyer (0,Society Lawyer,1939
26531,1939)The Little Princess (0,The Little Princess,1939
39459,1939)The Oklahoma Kid (0,The Oklahoma Kid,1939
178337,1939)The Ice Follies of 1939 (0,The Ice Follies of 1939,1939
995,1939)Stagecoach (0,Stagecoach,1939
244201,"1939)Yes, My Darling Daughter (0","Yes, My Darling Daughter",1939
197737,1939)Let Freedom Ring (0,Let Freedom Ring,1939
23280,1939)Nancy Drew... Reporter (0,Nancy Drew... Reporter,1939
28753,1939)You Can't Cheat an Honest Man (0,You Can't Cheat an Honest Man,1939
110603,1939)The Three Musketeers (6,The Three Musketeers,1939
59403,1939)The Adventures of Huckleberry Finn (1,The Adventures of Huckleberry Finn,1939
18569,1939)Made for Each Other (0,Made for Each Other,1939
215736,1939)Fisherman's Wharf (0,Fisherman's Wharf,1939
63591,1939)Honolulu (0,Honolulu,1939
133255,1939)Harlem Rides the Range (0,Harlem Rides the Range,1939
26378,1939)They Made Me a Criminal (0,They Made Me a Criminal,1939
61523,1939)Idiot's Delight (0,Idiot's Delight,1939
149793,1939)The Lone Wolf Spy Hunt (0,The Lone Wolf Spy Hunt,1939
24965,1939)Gunga Din (0,Gunga Din,1939
18705,1939)Mr. Moto's Last Warning (0,Mr. Moto's Last Warning,1939
120581,1939)Convict's Code (0,Convict's Code,1939
27966,1939)King of the Underworld (0,King of the Underworld,1939
43829,1939)Jesse James (0,Jesse James,1939
3077,1939)Son of Frankenstein (0,Son of Frankenstein,1939
278283,1939)The Great Man Votes (0,The Great Man Votes,1939
147829,1939)Stand Up and Fight (0,Stand Up and Fight,1939
94544,1939)The Bronze Buckaroo (0,The Bronze Buckaroo,1939
14589,1939)Another Thin Man (0,Another Thin Man,1939
22490,1939)The Women (0,The Women,1939
190183,1939)Midnight Shadow (0,Midnight Shadow,1939
118889,1938)Kentucky (0,Kentucky,1938
33392,1938)Charlie Chan in Honolulu (0,Charlie Chan in Honolulu,1938
43849,1938)Sweethearts (0,Sweethearts,1938
242683,1938)Zaza (0,Zaza,1938
54430,1938)Topper Takes a Trip (0,Topper Takes a Trip,1938
206480,1938)Trade Winds (0,Trade Winds,1938
46688,1938)The Dawn Patrol (0,The Dawn Patrol,1938
29415,1938)La Bête Humaine (0,La Bête Humaine,1938
48369,1938)Hôtel du Nord (0,Hôtel du Nord,1938
25842,1938)A Christmas Carol (0,A Christmas Carol,1938
176867,1938)Heart of the North (0,Heart of the North,1938
31772,1938)The Terror of Tiny Town (0,The Terror of Tiny Town,1938
13696,1938)Angels with Dirty Faces (0,Angels with Dirty Faces,1938
257081,1938)Submarine Patrol (0,Submarine Patrol,1938
10235,1938)Alexander Nevsky (0,Alexander Nevsky,1938
47166,1938)Ferdinand the Bull (0,Ferdinand the Bull,1938
132859,"1938)Come On, Rangers (0","Come On, Rangers",1938
47883,1938)Nancy Drew: Detective (0,Nancy Drew: Detective,1938
112674,1938)The Cowboy and the Lady (0,The Cowboy and the Lady,1938
43157,1938)Just Around the Corner (0,Just Around the Corner,1938
104556,1938)Annabel Takes a Tour (0,Annabel Takes a Tour,1938
79968,1938)Gang Bullets (0,Gang Bullets,1938
62567,1938)The Great Waltz (0,The Great Waltz,1938
76848,1938)A Woman's Face (1,A Woman's Face,1938
84090,1938)The Citadel (0,The Citadel,1938
114838,1938)Brother Rat (0,Brother Rat,1938
148675,1938)Suez (0,Suez,1938
224162,1938)Tarnished Angel (0,Tarnished Angel,1938
90932,"1938)Listen, Darling (0","Listen, Darling",1938
43855,1938)The Mad Miss Manton (0,The Mad Miss Manton,1938
111642,1938)St. Martin's Lane (0,St. Martin's Lane,1938
140995,1938)The Sisters (0,The Sisters,1938
153161,1938)Young Dr. Kildare (0,Young Dr. Kildare,1938
80771,1938)There Goes My Heart (0,There Goes My Heart,1938
29484,1938)Mysterious Mr. Moto (0,Mysterious Mr. Moto,1938
177436,1938)A Man to Remember (0,A Man to Remember,1938
25016,1938)Pygmalion (0,Pygmalion,1938
15938,1938)Room Service (0,Room Service,1938
43852,1938)The Drum (0,The Drum,1938
126777,1938)If I Were King (0,If I Were King,1938
129417,1938)The Childhood of Maxim Gorky (0,The Childhood of Maxim Gorky,1938
33028,1938)Too Hot to Handle (0,Too Hot to Handle,1938
104427,1938)The Affairs of Annabel (0,The Affairs of Annabel,1938
42390,1938)Boys Town (0,Boys Town,1938
43844,1938)The Baker's Wife (0,The Baker's Wife,1938
29872,1938)Carefree (0,Carefree,1938
33630,1938)Vivacious Lady (0,Vivacious Lady,1938
111100,1938)Boy Meets Girl (2,Boy Meets Girl,1938
43847,1938)Marie Antoinette (1,Marie Antoinette,1938
109711,1938)I Am the Law (0,I Am the Law,1938
34106,1938)You Can't Take It With You (0,You Can't Take It With You,1938
43841,1938)Block-Heads (0,Block-Heads,1938
67880,1938)Four Daughters (0,Four Daughters,1938
125873,1938)Bulldog Drummond in Africa (0,Bulldog Drummond in Africa,1938
17885,1938)The Amazing Dr. Clitterhouse (0,The Amazing Dr. Clitterhouse,1938
243565,1938)Mother Carey's Chickens (0,Mother Carey's Chickens,1938
38769,1938)Little Miss Broadway (0,Little Miss Broadway,1938
53527,1938)Professor Beware (0,Professor Beware,1938
940,1938)The Lady Vanishes (0,The Lady Vanishes,1938
43846,1938)Love Finds Andy Hardy (0,Love Finds Andy Hardy,1938
99318,1938)The Shopworn Angel (0,The Shopworn Angel,1938
91094,1938)The Masseurs and a Woman (0,The Masseurs and a Woman,1938
38023,1938)The Young in Heart (0,The Young in Heart,1938
46617,1938)Having Wonderful Time (0,Having Wonderful Time,1938
22657,1938)Algiers (0,Algiers,1938
38774,1938)Mr. Moto Takes a Chance (0,Mr. Moto Takes a Chance,1938
123452,1938)White Banners (0,White Banners,1938
210183,1938)Held For Ransom (0,Held For Ransom,1938
151911,1938)Blockade (0,Blockade,1938
16274,1938)Holiday (0,Holiday,1938
396987,1938)Медведь (0,Медведь,1938
130452,1938)Gold Diggers in Paris (0,Gold Diggers in Paris,1938
43856,1938)The Rage of Paris (0,The Rage of Paris,1938
247604,1938)Paradise for Three (0,Paradise for Three,1938
130243,1938)Wives Under Suspicion (0,Wives Under Suspicion,1938
45971,1938)You and Me (0,You and Me,1938
109970,1938)Three Comrades (0,Three Comrades,1938
43839,1938)Alexander's Ragtime Band (0,Alexander's Ragtime Band,1938
82394,1938)Swiss Miss (0,Swiss Miss,1938
46326,1938)Port of Shadows (0,Port of Shadows,1938
10907,1938)The Adventures of Robin Hood (0,The Adventures of Robin Hood,1938
193315,1938)Too Much Johnson (0,Too Much Johnson,1938
268350,1938)Romance on the Run (0,Romance on the Run,1938
171346,1938)Torchy Blane in Panama (0,Torchy Blane in Panama,1938
46616,1938)Joy of Living (0,Joy of Living,1938
53219,1938)Mickey's Trailer (0,Mickey's Trailer,1938
267483,1938)Swing! (0,Swing!,1938
116973,1938)Four Men and a Prayer (0,Four Men and a Prayer,1938
37133,1938)Volga - Volga (0,Volga - Volga,1938
43155,1938)Test Pilot (0,Test Pilot,1938
160254,1938)There's Always A Woman (0,There's Always A Woman,1938
677,1938)Olympia Part One: Festival of the Nations (0,Olympia Part One: Festival of the Nations,1938
685,1938)Olympia Part Two: Festival of Beauty (0,Olympia Part Two: Festival of Beauty,1938
69103,1938)Donald's Nephews (0,Donald's Nephews,1938
67753,1938)Heartbeat (0,Heartbeat,1938
59584,1938)Mr. Moto's Gamble (0,Mr. Moto's Gamble,1938
64442,1938)Boys' School (0,Boys' School,1938
257907,1938)Spirit of Youth (0,Spirit of Youth,1938
129089,1938)Flash Gordon: Trip to Mars (0,Flash Gordon: Trip to Mars,1938
1976,1938)Jezebel (0,Jezebel,1938
38716,1938)Rebecca of Sunnybrook Farm (0,Rebecca of Sunnybrook Farm,1938
115384,1938)Bulldog Drummond's Peril (0,Bulldog Drummond's Peril,1938
43853,1938)The Girl of the Golden West (0,The Girl of the Golden West,1938
79631,1938)Merlusse (0,Merlusse,1938
34006,1938)A Slight Case of Murder (0,A Slight Case of Murder,1938
111315,1938)Merrily We Live (0,Merrily We Live,1938
180954,1938)Vessel of Wrath (0,Vessel of Wrath,1938
89581,1938)Child Bride (0,Child Bride,1938
66824,1938)Boat Builders (0,Boat Builders,1938
127812,1938)Arsène Lupin Returns (0,Arsène Lupin Returns,1938
53851,1938)The Baroness and the Butler (0,The Baroness and the Butler,1938
900,1938)Bringing Up Baby (0,Bringing Up Baby,1938
258200,1938)The Lone Ranger (2,The Lone Ranger,1938
122884,1938)Of Human Hearts (0,Of Human Hearts,1938
60562,1938)The Big Broadcast of 1938 (0,The Big Broadcast of 1938,1938
30977,1938)The Adventures of Tom Sawyer (0,The Adventures of Tom Sawyer,1938
160162,1938)Blondes at Work (0,Blondes at Work,1938
115425,1938)The Buccaneer (1,The Buccaneer,1938
43845,1938)La Marseillaise (0,La Marseillaise,1938
76703,1938)Quadrille (0,Quadrille,1938
63069,1938)Bank Holiday (0,Bank Holiday,1938
130633,1938)I Accuse (1,I Accuse,1938
189279,1938)The Invisible Menace (0,The Invisible Menace,1938
43850,1938)The Divorce of Lady X (0,The Divorce of Lady X,1938
213443,1938)Man-Proof (0,Man-Proof,1938
94739,1938)The Duke Is Tops (0,The Duke Is Tops,1938
106742,1938)Stolen Death (0,Stolen Death,1938
158811,1937)Wise Girl (0,Wise Girl,1937
438144,1937)Return to Life (0,Return to Life,1937
362463,1937)The Cantor's Son (0,The Cantor's Son,1937
61046,1937)Tovarich (0,Tovarich,1937
32428,1937)Lonesome Ghosts (0,Lonesome Ghosts,1937
43151,1937)Rosalie (0,Rosalie,1937
59581,"1937)Thank You, Mr. Moto (0","Thank You, Mr. Moto",1937
114638,1937)True Confession (0,True Confession,1937
408,1937)Snow White and the Seven Dwarfs (0,Snow White and the Seven Dwarfs,1937
179553,1937)La Habanera (0,La Habanera,1937
88209,1937)Daughter of Shanghai (0,Daughter of Shanghai,1937
38455,1937)Charlie Chan at Monte Carlo (0,Charlie Chan at Monte Carlo,1937
140472,1937)Bulldog Drummond's Revenge (0,Bulldog Drummond's Revenge,1937
33025,1937)Mannequin (1,Mannequin,1937
74604,1937)Sh! The Octopus (0,Sh! The Octopus,1937
53574,1937)Born to the West (0,Born to the West,1937
116232,1937)You're Only Young Once (0,You're Only Young Once,1937
242475,1937)Boy of the Streets (0,Boy of the Streets,1937
78354,1937)Thoroughbreds Don't Cry (0,Thoroughbreds Don't Cry,1937
37650,1937)Nothing Sacred (0,Nothing Sacred,1937
106635,1937)It's Love I'm After (0,It's Love I'm After,1937
66473,1937)A Damsel in Distress (0,A Damsel in Distress,1937
206377,1937)Second Honeymoon (0,Second Honeymoon,1937
312623,1937)Living on Love (0,Living on Love,1937
28712,1937)The Last Gangster (0,The Last Gangster,1937
204802,1937)Lenin in October (0,Lenin in October,1937
229638,1937)Alcatraz Island (0,Alcatraz Island,1937
72640,1937)The Old Mill (0,The Old Mill,1937
43866,1937)The Firefly (0,The Firefly,1937
77250,1937)The Hurricane (1,The Hurricane,1937
2762,1937)Young and Innocent (0,Young and Innocent,1937
134480,1937)The Great Garrick (0,The Great Garrick,1937
177317,1937)West Of Shanghai (0,West Of Shanghai,1937
105073,1937)The Shadow Strikes (0,The Shadow Strikes,1937
106515,1937)Ali Baba Goes To Town (0,Ali Baba Goes To Town,1937
44208,1937)Angel (0,Angel,1937
118936,1937)Stand-In (0,Stand-In,1937
43153,1937)Harvest (3,Harvest,1937
30630,1937)Conquest (0,Conquest,1937
59950,1937)Drole de Drame (0,Drole de Drame,1937
258070,1937)The Broken Jug (0,The Broken Jug,1937
293085,1937)Juurakon Hulda (0,Juurakon Hulda,1937
20642,1937)Double Wedding (0,Double Wedding,1937
112885,1937)The Bride Wore Red (0,The Bride Wore Red,1937
28345,1937)Heidi (0,Heidi,1937
66834,1937)Clock Cleaners (0,Clock Cleaners,1937
217917,1937)The Wrong Road (0,The Wrong Road,1937
80639,1937)They Won't Forget (0,They Won't Forget,1937
43864,1937)Stage Door (0,Stage Door,1937
60438,1937)Boots and Saddles (0,Boots and Saddles,1937
43278,1937)The Life of Emile Zola (0,The Life of Emile Zola,1937
112655,1937)Idol of the Crowds (0,Idol of the Crowds,1937
76464,1937)Something to Sing About (0,Something to Sing About,1937
38433,1937)Bulldog Drummond Comes Back (0,Bulldog Drummond Comes Back,1937
38454,1937)Charlie Chan on Broadway (0,Charlie Chan on Broadway,1937
218351,1937)The Girl Said No (1,The Girl Said No,1937
77964,1937)That Certain Woman (0,That Certain Woman,1937
74208,1937)Double Or Nothing (0,Double Or Nothing,1937
78537,1937)Lady Killer (1,Lady Killer,1937
44407,1937)The Edge of the World (0,The Edge of the World,1937
92257,1937)Dance Program (0,Dance Program,1937
61647,1937)One Hundred Men and a Girl (0,One Hundred Men and a Girl,1937
43868,1937)Thin Ice (1,Thin Ice,1937
43419,1937)Souls at Sea (0,Souls at Sea,1937
43867,1937)The Prisoner of Zenda (0,The Prisoner of Zenda,1937
242332,1937)Escape by Night (0,Escape by Night,1937
3598,1937)Lost Horizon (0,Lost Horizon,1937
96717,1937)To New Shores (0,To New Shores,1937
170936,1937)SOS Coast Guard (0,SOS Coast Guard,1937
27973,1937)Dead End (0,Dead End,1937
84237,1937)Humanity and Paper Balloons (0,Humanity and Paper Balloons,1937
43857,1937)Broadway Melody of 1938 (0,Broadway Melody of 1938,1937
92352,1937)Confession (0,Confession,1937
43865,1937)Stella Dallas (0,Stella Dallas,1937
36652,1937)The Good Earth (0,The Good Earth,1937
372691,1937)White Bondage (0,White Bondage,1937
43869,1937)Wee Willie Winkie (0,Wee Willie Winkie,1937
52359,1937)The Toast of New York (0,The Toast of New York,1937
59566,"1937)Think Fast, Mr. Moto (0","Think Fast, Mr. Moto",1937
94065,1937)Slaves in Bondage (0,Slaves in Bondage,1937
87115,1937)Knight Without Armour (0,Knight Without Armour,1937
45800,1937)Saratoga (0,Saratoga,1937
52432,"1937)High, Wide, and Handsome (0","High, Wide, and Handsome",1937
244151,1937)Big Fella (0,Big Fella,1937
23101,1937)Topper (0,Topper,1937
80364,1937)Easy Living (0,Easy Living,1937
31899,1937)Ever Since Eve (0,Ever Since Eve,1937
126783,1937)The Spanish Earth (0,The Spanish Earth,1937
240594,1937)Born Reckless (1,Born Reckless,1937
245984,1937)The Singing Marine (0,The Singing Marine,1937
53853,1937)The Emperor's Candlesticks (0,The Emperor's Candlesticks,1937
90523,1937)Dark Journey (0,Dark Journey,1937
238436,1937)The Robber Symphony (0,The Robber Symphony,1937
16515,1937)Captains Courageous (0,Captains Courageous,1937
244115,1937)The Straits of Love and Hate (0,The Straits of Love and Hate,1937
204040,1937)Slave Ship (0,Slave Ship,1937
11939,1937)A Day at the Races (0,A Day at the Races,1937
158113,1937)The Case of the Stuttering Bishop (0,The Case of the Stuttering Bishop,1937
777,1937)Grand Illusion (0,Grand Illusion,1937
52229,1937)Kid Galahad (0,Kid Galahad,1937
147722,1937)This Is My Affair (0,This Is My Affair,1937
132506,1937)I Met Him in Paris (0,I Met Him in Paris,1937
51601,1937)San Quentin (0,San Quentin,1937
25148,1937)Charlie Chan at the Olympics (0,Charlie Chan at the Olympics,1937
193065,1937)Ballerina (0,Ballerina,1937
262536,1937)Draegerman Courage (0,Draegerman Courage,1937
58160,1937)Little Hiawatha (0,Little Hiawatha,1937
70090,1937)The Pearls of the Crown (0,The Pearls of the Crown,1937
41059,1937)Make Way for Tomorrow (0,Make Way for Tomorrow,1937
37025,1937)The Prince and the Pauper (0,The Prince and the Pauper,1937
264482,1937)The Thirteen (0,The Thirteen,1937
168031,1937)Café Metropole (0,Café Metropole,1937
150712,1937)They Gave Him a Gun (0,They Gave Him a Gun,1937
31530,1937)Shall We Dance (0,Shall We Dance,1937
140418,1937)Bulldog Drummond at Bay (0,Bulldog Drummond at Bay,1937
238203,1937)A Star Athlete (0,A Star Athlete,1937
91727,1937)Night Must Fall (0,Night Must Fall,1937
22692,1937)A Star Is Born (0,A Star Is Born,1937
38437,1937)Bulldog Drummond Escapes (0,Bulldog Drummond Escapes,1937
25599,1937)Way Out West (0,Way Out West,1937
83816,1937)Internes Can't Take Money (0,Internes Can't Take Money,1937
259325,1937)The Woman I Love (0,The Woman I Love,1937
78734,1937)In Old Chicago (0,In Old Chicago,1937
25563,1937)Marked Woman (0,Marked Woman,1937
64551,1937)The Soldier and the Lady (0,The Soldier and the Lady,1937
90034,1937)The Tale of the Fox (0,The Tale of the Fox,1937
43858,1937)Elephant Boy (0,Elephant Boy,1937
43862,1937)Maytime (0,Maytime,1937
52237,1937)Quality Street (0,Quality Street,1937
74130,1937)Waikiki Wedding (0,Waikiki Wedding,1937
127040,1937)Pick a Star (0,Pick a Star,1937
43863,1937)Personal Property (0,Personal Property,1937
155751,1937)A Family Affair (0,A Family Affair,1937
105551,"1937)Swing High, Swing Low (0","Swing High, Swing Low",1937
31903,1937)History Is Made at Night (0,History Is Made at Night,1937
106113,1937)Don't Tell the Wife (0,Don't Tell the Wife,1937
98635,1937)What Did the Lady Forget? (0,What Did the Lady Forget?,1937
82239,1937)Love Is News (0,Love Is News,1937
57662,1937)Storm in a Teacup (0,Storm in a Teacup,1937
22969,1937)Fire Over England (0,Fire Over England,1937
131457,1937)Green Light (0,Green Light,1937
53857,1937)The Last of Mrs. Cheyney (0,The Last of Mrs. Cheyney,1937
56557,1937)Maid of Salem (0,Maid of Salem,1937
81178,1937)When You're in Love (0,When You're in Love,1937
66997,1937)Magician Mickey (0,Magician Mickey,1937
42683,1937)Black Legion (0,Black Legion,1937
52758,1937)You Only Live Once (0,You Only Live Once,1937
26252,1937)Pépé le Moko (0,Pépé le Moko,1937
124979,1937)Juha (1,Juha,1937
211256,1937)Children in the Wind (0,Children in the Wind,1937
14675,1937)The Awful Truth (0,The Awful Truth,1937
162686,1937)Voyage to the Sky (0,Voyage to the Sky,1937
112699,1937)Street Angel (1,Street Angel,1937
43860,1937)King Solomon's Mines (0,King Solomon's Mines,1937
193652,1937)An Optical Poem (0,An Optical Poem,1937
148243,1936)Bluebeard (4,Bluebeard,1936
218369,1936)That Girl From Paris (0,That Girl From Paris,1936
57698,1936)Gold Diggers of 1937 (0,Gold Diggers of 1937,1936
173456,1936)The Plough and the Stars (0,The Plough and the Stars,1936
14588,1936)After the Thin Man (0,After the Thin Man,1936
43871,1936)Beloved Enemy (0,Beloved Enemy,1936
27597,1936)Stowaway (0,Stowaway,1936
188996,1936)More Than a Secretary (0,More Than a Secretary,1936
64142,1936)Three Smart Girls (0,Three Smart Girls,1936
260583,1936)The Substitute Husband (0,The Substitute Husband,1936
43874,1936)Camille (0,Camille,1936
90358,1936)General Spanky (0,General Spanky,1936
45802,1936)The Lower Depths (1,The Lower Depths,1936
28044,1936)Charlie Chan at the Opera (0,Charlie Chan at the Opera,1936
12684,1936)Sabotage (0,Sabotage,1936
46351,1936)Great Guy (0,Great Guy,1936
110457,1936)Windbag the Sailor (0,Windbag the Sailor,1936
81687,1936)Lloyd's of London (0,Lloyd's of London,1936
67713,1936)Popeye the Sailor Meets Sindbad the Sailor (0,Popeye the Sailor Meets Sindbad the Sailor,1936
43872,1936)Born to Dance (0,Born to Dance,1936
189005,1936)Pennies from Heaven (1,Pennies from Heaven,1936
61541,1936)Love on the Run (1,Love on the Run,1936
71772,1936)Go West Young Man (0,Go West Young Man,1936
43885,1936)The Plainsman (0,The Plainsman,1936
125891,1936)Intermezzo (0,Intermezzo,1936
117422,1936)Make Way For A Lady (0,Make Way For A Lady,1936
52429,1936)Theodora Goes Wild (0,Theodora Goes Wild,1936
108348,1936)A Woman Rebels (0,A Woman Rebels,1936
50031,1936)Rembrandt (0,Rembrandt,1936
93313,1936)Come and Get It (0,Come and Get It,1936
38661,1936)Tarzan Escapes (0,Tarzan Escapes,1936
158114,1936)The Case of the Black Cat (0,The Case of the Black Cat,1936
46026,1936)Our Relations (0,Our Relations,1936
83633,1936)Pigskin Parade (0,Pigskin Parade,1936
43884,1936)The Charge of the Light Brigade (1,The Charge of the Light Brigade,1936
268875,1936)All American Chump (0,All American Chump,1936
74581,1936)Sisters of the Gion (0,Sisters of the Gion,1936
151848,1936)The Garden of Allah (0,The Garden of Allah,1936
3632,1936)Flash Gordon (1,Flash Gordon,1936
121848,1936)Isle of Fury (0,Isle of Fury,1936
31773,1936)Libeled Lady (0,Libeled Lady,1936
32484,1936)Dimples (0,Dimples,1936
216068,1936)The Big Broadcast of 1937 (0,The Big Broadcast of 1937,1936
65642,1936)The Story of a Cheat (0,The Story of a Cheat,1936
184741,1936)Cain and Mabel (0,Cain and Mabel,1936
132597,1936)Ramona (0,Ramona,1936
120357,1936)Craig's Wife (0,Craig's Wife,1936
204997,1936)Murder with Pictures (0,Murder with Pictures,1936
31507,1936)Dodsworth (0,Dodsworth,1936
76651,1936)Jenny (0,Jenny,1936
13562,1936)My Man Godfrey (0,My Man Godfrey,1936
52047,1936)The Only Son (0,The Only Son,1936
221346,1936)Stage Struck (0,Stage Struck,1936
30640,1936)The Man Who Changed His Mind (0,The Man Who Changed His Mind,1936
140276,1936)The Road to Glory (0,The Road to Glory,1936
377170,1936)Trailin' West (0,Trailin' West,1936
43879,1936)Romeo and Juliet (1,Romeo and Juliet,1936
113916,1936)The General Died at Dawn (0,The General Died at Dawn,1936
67443,1936)They Were Five (0,They Were Five,1936
37658,1936)Anthony Adverse (0,Anthony Adverse,1936
112284,1936)The Gorgeous Hussy (0,The Gorgeous Hussy,1936
43875,1936)Mary of Scotland (0,Mary of Scotland,1936
20325,1936)Swing Time (0,Swing Time,1936
223655,1936)The Beloved Vagabond (0,The Beloved Vagabond,1936
135286,1936)Watch Your Left (0,Watch Your Left,1936
113214,"1936)Oh, Susanna (0","Oh, Susanna",1936
159727,1936)Song of Freedom (0,Song of Freedom,1936
148410,1936)The Case of the Velvet Claws (0,The Case of the Velvet Claws,1936
33387,1936)Charlie Chan at the Race Track (0,Charlie Chan at the Race Track,1936
95015,1936)The Green Pastures (0,The Green Pastures,1936
35810,1936)The Amazing Quest of Ernest Bliss (0,The Amazing Quest of Ernest Bliss,1936
66819,1936)Alpine Climbers (0,Alpine Climbers,1936
43268,1936)Poor Little Rich Girl (0,Poor Little Rich Girl,1936
28256,1936)Satan Met a Lady (0,Satan Met a Lady,1936
52358,1936)Suzy (0,Suzy,1936
263915,1936)The Emperor of California (0,The Emperor of California,1936
195522,1936)Redes (0,Redes,1936
112618,1936)The Bride Walks Out (0,The Bride Walks Out,1936
29320,1936)The Devil-Doll (0,The Devil-Doll,1936
40743,1936)Winds of the Wasteland (0,Winds of the Wasteland,1936
23108,1936)The Last of the Mohicans (2,The Last of the Mohicans,1936
82237,"1936)Thank You, Jeeves! (0","Thank You, Jeeves!",1936
202839,1936)Final Accord (0,Final Accord,1936
43881,1936)San Francisco (0,San Francisco,1936
67130,1936)Moving Day (0,Moving Day,1936
195068,1936)Hearts Divided (0,Hearts Divided,1936
202020,1936)Melody on Parade (0,Melody on Parade,1936
28810,1936)Poppy (0,Poppy,1936
2761,1936)Secret Agent (0,Secret Agent,1936
27974,1936)Bullets or Ballots (0,Bullets or Ballots,1936
121351,1936)Aces and Eights (0,Aces and Eights,1936
23389,1936)Revolt of the Zombies (0,Revolt of the Zombies,1936
67661,1936)Thru the Mirror (0,Thru the Mirror,1936
14615,1936)Fury (0,Fury,1936
43877,1936)Osaka Elegy (0,Osaka Elegy,1936
